title,ratings_count,rating_score,region,source,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed,city
Temecula Valley Wine Tour with Tastings & ​Lunch Included,558,4.9,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,
Evening Yacht Cruise with Optional Dining in St. Petersburg,484,4.5,usa,viator,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,St. Petersburg
Historic Savannah Guided Walking Tour,2483,4.9,usa,viator,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Savannah
"Big Island, Hawaii Whale Watching Tour",85,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Deluxe Manhattan Helicopter Tour,129,4.4,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Manhattan
PRIVATE Sedona Jeep Tour 7 Sacred Pools - Soldier's Pass Trail,342,4.9,usa,viator,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,Sedona
Valley of Fire 2-Person UTV Tour Las Vegas Most Scenic ATV Tour,59,4.6,usa,viator,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,Las Vegas
Red Rock Canyon Hike with Transport from Las Vegas,667,4.8,usa,viator,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Las Vegas
Hilton Head to Savannah Round-Trip Ferry Ticket,436,4.4,usa,viator,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Savannah
Diamond Head Crater,771,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Honolulu
Grand Canyon Deluxe Day Trip from Sedona,420,4.9,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,
4-Hour Biblical Creation + Sunset Tour • Grand Canyon National Park South Rim,563,5.0,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,
3-Hour Premier Seattle City Tour,1731,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Seattle
New York City One World Observatory Admission Ticket,2515,4.3,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,New York
Michael Jackson ONE by Cirque du Soleil® at Mandalay Bay Resort and Casino,1177,4.5,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Sedona Outlaw Trail: 3-Hr 4x4 Tour of Western Canyons & Wildlife,1168,4.9,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,Sedona
Valley of Fire Guided Hike from Las Vegas,1489,5.0,usa,viator,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Las Vegas
Downtown LA Lights: Your Private Sunset and Night Helicopter Tour,19,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,Los Angeles
Turtles & Tacos Luxury Catamaran Snorkel,11,5.0,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
Sunset Sail in Key West with Beverages Included,775,4.9,usa,viator,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,Key West
Road To Hana Black Sand Beach Waterfalls & Turtles Tour,536,4.2,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
City Half Day Tour of Miami by Bus with Sightseeing Cruise,2434,3.6,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Miami
1.5 Hour Tiki Tour with Open Bar in Clearwater Beach,167,4.6,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,Clearwater
O™ by Cirque du Soleil® at the Bellagio Hotel and Casino,1293,4.3,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Las Vegas
3-Hour ATV and Shooting Combo,205,4.9,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,
Mendenhall Glacier and Whale Watching Tour,30,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Flippers Adventures Dolphin Cruise,180,4.8,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Sled Dog Adventure and Pan for Gold in the Yukon,151,4.7,usa,viator,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
Semi-Private Manatee snorkeling with In Water Guide,150,4.6,usa,viator,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,
Wailua River & Waterfalls Kayak Tour: Expert-Guided Adventure,695,4.8,usa,viator,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
"Key Largo Snorkeling Tour - rental mask, fins and vest INCLUDED",706,4.5,usa,viator,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,
Island Sunset and Skyway Light Show - 3hr Boat Cruise in St. Pete,1398,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,St. Pete
Pensacola Beach Jolly Dolphin Cruise and Scenic Bay Tour,494,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Pensacola
Kona-Kohala Coast Sunset Sail by Catamaran,335,4.7,usa,viator,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,Kona
San Diego Zoo 1-Day Pass: Any Day Ticket,3033,4.7,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,San Diego
Ko Olina Catamaran Sail and Snorkel,568,4.8,usa,viator,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Charleston Horse-Drawn Carriage Tour: Explore Historic Charleston,2854,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Charleston
Jungle Queen Riverboat 90-Minute Narrated Sightseeing Cruise in Fort Lauderdale,1529,4.6,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Fort Lauderdale
Small Group Tour of Pikes Peak and the Garden of the Gods from Denver,2548,4.9,usa,viator,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Denver
Mendenhall Glacier Ice Adventure Tour,1132,5.0,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
2-Hour Arizona Desert Guided E-Bike Tour,508,4.9,usa,viator,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,
Yosemite Day Tour from San Francisco,619,4.3,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
New Orleans Zipline Swamp Tour,824,5.0,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,New Orleans
Chelsea Market and High Line Guided Food Tour,575,4.8,usa,viator,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,
Albuquerque Hot Air Balloon Ride at Sunrise,1115,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,Albuquerque
Haunted Harbor Tour 90 Minute Boat Ride at Night Galveston,49,4.7,usa,viator,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,Galveston
"Kailua Bay, Oahu: Epic Kayak Adventure with Beachside Lunch",1222,4.8,usa,viator,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,Honolulu
Polynesian Cultural ATV Tour,537,4.8,usa,viator,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
New Orleans Cocktail and Food History Tour,745,4.9,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,New Orleans
The Met #1 Metropolitan Museum of Art - Exclusive Guided Tour,689,5.0,usa,viator,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
New York CityPASS®,2073,4.3,usa,viator,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,New York
West Maui Mountains ATV Adventure,479,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Maui
See DC In A Day: Guided Small Group Ultimate Day Tour,1105,4.9,usa,viator,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,Washington
Las Vegas Super Saver: Madame Tussauds with Gondola Boat Ride,1622,3.9,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Las Vegas
"Private Luxury Sailing Charters, BYOB & Dolphins",341,5.0,usa,viator,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,
Oahu's Circle Island Tour Operated By Fil-Am Travel & Tours,80,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,Honolulu
L.E.D. Light Kayak Miami City Lights,154,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Miami
Sarasota - Clear Kayak LED Night Glass Bottom Tour,316,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,Sarasota
Boston's Best Freedom Trail Walking Tour,2025,4.5,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Boston
"Grand Canyon West Bus Tour with Hoover Dam, Meals and Upgrades",7090,4.2,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,
Northern Lights Aurora Tour with FREE Photography,341,4.9,usa,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,
Only Wildlife and Whale Watching Tour Leaving from Seattle,126,4.0,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Seattle
Afternoon Sail & Snorkel to the Captain Cook Monument,667,4.9,usa,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Honolulu
Small Group Valley of Fire Half Day Hiking Tour from Las Vegas,302,5.0,usa,viator,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,Las Vegas
Key Largo Coral Reef Glass Bottom Boat Adventure,857,4.0,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
Guided Secret Falls Tour with Snacks and Drinks,1122,4.8,usa,viator,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,
Afternoon Kaneohe Sandbar Snorkeling Tour,415,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,Kaneohe
Sunset Celebration Cruise on Tropics Boat Tours,641,4.4,usa,viator,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,
San Antonio Hop-On Hop-Off Trolley Tour,149,4.4,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,San Antonio
Antelope Canyon and Horseshoe Bend Day Tour from Flagstaff,707,4.9,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
San Diego Hop On Hop Off Trolley Tour,2155,4.7,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,San Diego
Niagara Falls Tour from NYC | Optional Maid of the Mist Boat Ride,894,4.5,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Maui Haleakala Sunrise Downhill Bike Tour with Mountain Riders Rated #1,241,4.4,usa,viator,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,Maui
Beneath The Streets Underground History Tour,6649,4.7,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,
Haleakala Sunrise Tour with Breakfast and West Side Pickup,339,4.8,usa,viator,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,
New Orleans Garden District History Walking Tour,2631,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,New Orleans
"9/11 Memorial, Ground Zero Tour with Optional 9/11 Museum Ticket",4600,4.8,usa,viator,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,
PREMIUM Sitka Scenic Tour,316,4.8,usa,viator,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Sitka
Helicopter Tour of Downtown Nashville,796,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Nashville
2-Hour Exotic Car Driving Experience in Las Vegas,2624,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,Las Vegas
Mulholland Trail Horseback Tour,118,4.7,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Wailua River Kayak and Sacred Falls Hike With Lunch,671,4.8,usa,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,
Emerald Cave Express Kayak Tour from Las Vegas,1295,4.9,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
LEGOLAND Florida Theme Park Tickets,1267,4.1,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Orlando
"Gaslamp Quarter Food and Drink Tour: Brothels, Bites & Booze",681,4.5,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,San Diego
Key West Glass-Bottom Boat Tour with Sunset Option,501,3.9,usa,viator,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,Key West
Maui Horseback Adventure at Circle M Ranch With Real Cowboys,564,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Maui
French Quarters Best Food Tour: Signature Flavors of New Orleans,782,4.8,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,New Orleans
Hollywood Sightseeing and Celebrity Homes Tour by Open Air Bus,1974,4.8,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Los Angeles
Ghost and Vampire Walking Tour Of The French Quarter,2120,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,New Orleans
"All Inclusive Sandbar Trip With Hidden Kayak Tour, Food & Drinks",202,4.7,usa,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,
"Siesta Key, FL - Clear Kayak LED Night Glass Bottom Tour",100,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,Siesta Key
Miami ATV Off-Road Adventure: FREE PASSENGER,62,4.4,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Miami
Key West Ghosts and Gravestones Trolley Tour,1043,4.3,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Key West
New Orleans Hop-On Hop-Off Unlimited Sightseeing Package,419,4.5,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,New Orleans
Winter Whale Watching Adventure in Kauai,175,4.7,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Kauai
1 Day Shared Tour Arctic Circle and Aurora Viewing in Alaska,25,4.8,usa,viator,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,
VIP Mount Vernon Day Trip & Potomac River Cruise,85,4.6,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Mount Vernon
Boston’s Politically Incorrect North End Food tour,20,4.6,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,Boston
The Best of Seattle and Majestic Snoqualmie Waterfalls,48,4.9,usa,viator,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Seattle
Original Cruisin' Tikis 3hr Crab Island Sandbar Adventure,880,4.8,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,
Ghosts of Charleston Night-Time Walking Tour with Unitarian Church Graveyard,2614,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,Charleston
Ketchikan Kayak Eco-Tour,685,5.0,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Ketchikan
Maui Ocean Center All Day Admission Ticket,822,4.4,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,Maui
Half Day Magnolia Plantation Tour with Transportation,22,4.2,usa,viator,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,
"The Night Sky Star Story, Galaxy, and Sedona Story Tour",173,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,Sedona
The Original 4 Winery Tour with Charcuterie,661,4.6,usa,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,
"Hilo Shore Excursion: Visit Volcano, Waterfall, Beach with Lunch",34,5.0,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Hilo
3 Hour Back-Road Safari to Grand Canyon with Entrance Gate By-Pass at 9:30 am,361,4.9,usa,viator,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Grand Canyon
Manatee Sightseeing and Wildlife Boat Tour,2474,4.7,usa,viator,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Space Center Houston Admission Ticket,1282,4.1,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,
Helicopter Tour of the North Canyon with Optional Hummer Excursion,182,4.6,usa,viator,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
eBike Rainforest Experience,180,4.8,usa,viator,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Private Custom Excursion with a Local for up to 14 people,122,4.8,usa,viator,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,
Explore the City of Nashville Sightseeing Tour by Golf Cart,2387,4.8,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Nashville
Hoover Dam with Walk On Top Tour and Seven Magic Mountains Stop,471,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
Wild West Sunset Horseback Ride with Dinner from Las Vegas,936,4.8,usa,viator,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,
Joshua Tree National Park Offroad Tour,381,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
FUV Self Guided Island Adventure Tour,89,4.8,usa,viator,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Lumberjack Show and Harbor Haus Crab Feast,0,,usa,viator,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,
Chicago CityPASS®,490,4.4,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Chicago
Washington DC See the City Guided Sightseeing Segway Tour,1803,4.9,usa,viator,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Washington DC
Double Decker Austin Single Loop Sightseeing Tour,772,4.7,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Austin
Private Tour: Florida Everglades Airboat Ride and Wildlife Adventure,455,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,
Deluxe Pearl Harbor USS Arizona Memorial and Honolulu City Tour,301,4.4,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Honolulu
"Mangroves, Manatees, and a Hidden Beach: Kayak Tour",821,4.9,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
West Palm Beach Private Boat Cruise and Tour with a Captain,18,5.0,usa,viator,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,West Palm Beach
Miami Jet Ski Adventure + Complimentary Boat Ride,36,3.4,usa,viator,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Miami
ATV Off Road Adventure,150,4.8,usa,viator,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
PRIVATE Sedona Jeep Tour 4X4 Climb - Colorado Plateau,301,4.7,usa,viator,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Sedona
Miami Private Boat Cruise & Tour with a Captain,143,5.0,usa,viator,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Miami
French Quarter Boozy Lunch Crawl with Seafood Boil,176,4.6,usa,viator,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,New Orleans
Pearl Harbor Remembered Tour,4044,4.8,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
VIP Sedona Vortex Spiritual and Scientific Tour,218,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Sedona
Waikiki Beach Glass Bottom Boat Tour,655,4.7,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Honolulu
"Hoover Dam VIP Inside Tour from Las Vegas, WiFi",326,4.6,usa,viator,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Las Vegas
Stargazing Tour with Telescopes and Video Astronomy in Sedona,7,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Sedona
Big Island Spectacular Helicopter Tour,86,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
Sled Dog Adventure in Skagway,201,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Skagway
Key West Reef Snorkel & Sail Adventure,504,4.7,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Key West
Big Island Southside ATV Tour,338,4.8,usa,viator,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Small-Group Sunset Sailing Experience on San Diego Bay,534,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,San Diego
Jean Lafitte 90-Minute Swamp and Bayou Boat Tour,608,4.6,usa,viator,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,
New Orleans Small-Group Airboat Swamp Tour,580,4.9,usa,viator,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,New Orleans
Waikiki Sunset Cocktail Sail with Open Bar,465,4.7,usa,viator,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,
Whale-Watching Cruise from Newport Beach,801,4.4,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Downtown Nashville Helicopter Tour,395,5.0,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Nashville
Dolphin and Wildlife Adventure of St. Augustine,674,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,St. Augustine
6 Hour Napa or Sonoma Valley Wine Tour by Private SUV,172,4.8,usa,viator,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,
Private Crab Island Slide Pontoon Charter w/Restroom (Up to 12),18,5.0,usa,viator,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,
"Monterey, Carmel and 17-Mile Drive: Full Day Tour from SF",2082,4.2,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,San Francisco
Boston's North End: A Small Group Foodie Adventure,1062,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,Boston
Charlotte's Ultimate Southern Charm Historical City Cart Tour,983,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Charlotte
Washington DC Monuments Bike Tour,749,4.8,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Washington DC
2 Hour Waikiki Whale Watching Cruise from Oahu,61,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Honolulu
Kona's Deluxe Snorkel - Snorkel Captain Cook and Place of Refuge,293,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Kona
Flyover in Chicago,298,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Chicago
Big Island Zipline Adventure,780,5.0,usa,viator,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
The National WWII Museum Admission Ticket New Orleans,1960,4.8,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,New Orleans
Monument Valley Daytime Tour - 3 Hours - Navajo Spirit Tours,509,5.0,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,
From Ma'alaea Harbor: Sunset Dinner Cruise Aboard the Quicksilver,770,4.3,usa,viator,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,Ma'alaea
"Sunset Whale Watch in Waikiki, Whales Guaranteed or Free Return",49,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,
Seward to Anchorage- Post Cruise Curated Wildlife Tour +Transfer,84,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Anchorage
Nashville Evening Trolley Tour,849,4.6,usa,viator,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,Nashville
New Orleans City and Cemetery 2-Hour Bus Tour,1811,4.6,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,New Orleans
