title,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed
Tokyo: 3-hour Guided E-Bike Tour of the City's Hidden Gems,True,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Mount Etna: All around on E-Bike,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
CAPE TOWN: SEGWAY FUN RIDE IN PAARL FREEDOM 301 WITH WILDX,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Dubrovnik Old Town,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Cozumel: Clarifying facial,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Mt. Fuji: Kawaguchi lake and ropeway, Oshino Hakkai 1-Day Tour, email fujiadventures@japan.com",True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
"WAI-O-TAPU Geothermal, Rotorua - Group Day Tour Ex Auckland",True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Bremen Tour: Full-Day Canoe Rental on the Wümme River,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Paris: Montmartre Private Food Tour with Transfers and Guide,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Ubud: Romantic Picnic on a Wooden Boat with Sparkling Wine,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
London: 5 Top Attractions Pass with Madame Tussauds,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Mont-Saint-Michel: Private Full Day Tour from Caen or Bayeux,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
Crystal River: Kings Bay Manatee Watching Cruise,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Barcelona: 4-Hour Private Picasso Museum & Walking Tour,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
Jupiter: Clear Kayak Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Cusco: Machu Picchu and Huayna Picchu Day Trip with Train,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
E-Bike Cycling Tour,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
3 HRS,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True
Private: Temples of Angkor Wat,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Tsum Valley Trek: A Journey into the Hidden Valley of Nepal, contact tsumvalley@nepal.com",True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
Heraklion: Catamaran Sailing to Dia island,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Nuremberg: Medieval Dungeons Guided Tour,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Surat Thani Airport: Private Transfer to/from Khao Sok,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
JEEP TOUR VIA HAI VAN PASS FROM HOI AN/HUE,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Puerto Princesa: Honda Bay Island Hopping Full-Day Tour,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
From Split: Klis Fortress - Game of Thrones Tour & Lunch,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Messina: Market & Lunch/Dinner at a Local's Home,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Sonoma County: Tasting Pass (Choose 1, 2, or 90 Days)",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Frozen Waterfalls of Korouoma Full-Day Tour,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
From Malang : Mount Bromo Sunrise English Guide Tour,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Delhi : Private 2 Day Golden Triangle Agra & Jaipur Tour,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
Punta Cana: Guided Power Dive Adventure,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True
DiveSnap Underwater Sports Thrills:Lantern Point & P31 Wreck,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Private Boat Trip on Black Sea Coastline,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Full-Day Colorado Rafting Tour,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Toledo: Monumentos esenciales: Alcazar, Catedral, Sinagoga",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Agadir: Sahara Desert & Tiznit Medina Privet Tour & Lunch,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
St Maarten: Round the Island Cruise on the Santino,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Lisbon: New Year's Eve with Live Dj Fireworks and Open Bar,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Oahu: North Shore Snorkeling Tour from Haleiwa,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Looe: Beyond Paradise TV Locations Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
London: Changing of the Guard Experience and Landmarks Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Kuala Lumpur: Full-Day Historical Tour of Malacca,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Tokyo Drift: Daikoku Parking Area Car Experience 大黒PA,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Cappadocia : Half Day Hiking Love & Pigeon Valley,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
PADI Open Water Diver Course,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Paris: Seine River Cruise and 3-course Bistro Lunch,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Bali: The Lempuyang temple, Tirta Gangga & Waterfall Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
|| From Arequipa: 2-Days tour of the Colca Canyon + Hotel ||,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Orlando: Private Transfer to Kissimmee,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Paris : Exceptional private cruise aboard electric boats,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Pokhara: 3-Day Astam, Dhampus, and Australian Camp Trek",True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
The Napping Mountain,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
San Diego: Enjoy a jazz cruise on Laki's Liquid Lounge,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Caminito del Rey: Entry Ticket and Guided Tour,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Florence: Armenian Food Experience in Ararat Restaurant,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
PRIVAT - Tanger to Fez Transfer Via Chefchaouen,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Frosta: Greenhouse and Farm Tour with Tastings,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
CAPPADOCIA ATV TOUR,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Private Cappadocia Tour with Lunch,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Naha:Kerama Island Experience Dive/Snorkeling/Whale Watching,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
TENERIFE MEMORIES: PROFESSIONAL PHOTO SHOOT,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Grace Bay: Mangrove Kayak Tour,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Private or Group 2-hour Walking Tour,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
From Bali: Kawah Ijen Midnight Blue Fire With Drop off Bali,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Hervey Bay: K'Gari (Fraser Island) 5 Day Ultimate Adventure,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Niagara Falls USA: Cave of the Winds & Maid of the Mist Ride,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Ko Lipe: Islands and Beaches Snorkeling Tour book by phone for 10% off,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
From Santo Domingo: Saona Island Catamaran Cruise with Lunch,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Adelaide: Barossa Valley - Groovy Grape Barossa Day Out,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Budapest: Sisi Palace Tour with Cake & Coffee,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Miami: Museum of Sex Entry Ticket,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Berlin: Street Food Tour with 10 Tastings,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
TAGAYTAY DAY TOUR FROM MANILA,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
From Hoi An: One-Way Shared Bus Transfer to Hue,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Tangalle/Hiriketiya: Ella Transfer & Udawalawe Safari,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
From Hanoi: Ninh Binh Trip with Cycling & Buffet Lunch,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
South of France: 4-Hour Philemon Crossing Adventure Course,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
La Spezia: 6-Hour Boat Trip with Swim & Diving Stops,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Dubai: Aquarium and Underwater Zoo Entry Ticket,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Rome: Colosseum Arena Guided Tour with Roman Forum Option,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Cape Town: Aquila Game Reserve Quad Bike Safari with Lunch, popular on Airbnb Experiences",True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Danang: roundtrip Shuttle Bus Danang - Golden Bridge,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Deerfield Beach: All-Inclusive Beach Day Cabana Rental!,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
2 Day 1 Night,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Galveston: Haunted Cemetery Tour - Join Us for $25 per Ghostly Encounter!,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True
Timeless Art in Rome,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Barbados: Introduction to Sailing on 32 foot Sailing Yacht,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Marrakech: Agafay Desert Dinner with Music and Fire Show,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Snorkel in Coral Reef,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Oahu: Coral Crater Zipline Tour - enjoy $15 off for groups of four.,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True
SAFARI WILDLIFE 3 DAYS 2 NIGHT FROM ZANZIBAR TO MIKUMI,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Quito: Mindo Cloud Forest and Bird Watching Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Guided Kayak to Caves and Snorkeling Tour,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Griffith Park: G'day LA small group luxury e-bike tour,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
Bucharest: Airport Transfer,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Guided Day Trip to Alanya City,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Heraklion: Private sailing to Dia Island with Lunch,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Kilimanjaro: Marangu Route 5-Day Trek,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Kyoto: Arashiyama and Miyama Day Trip with Tofu Cuisine,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
VANCOUVER TOUR/CAR/Stanley Park/English Bay/Canada Place/Gas,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Ferry Day Trip from Seattle to Victoria RT,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Lanzarote: Real Submarine Dive with Hotel Pickup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Kansas City’s Sweet Escape: Chocolate & Wine Tour,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
From Saigon: Cu Chi Tunnels & Phu Hoa Dong Village,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Alabama: Dothan-Eufaula Area Multi-Attraction Pass,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Arequipa: 2-day excursion to Misti Volcano,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
"Prague: Alternative Prague Walking Tour, contact us at info@alternativeprague.cz",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Pisa: Private Walking Tour Miracoli Square,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
New York City: Hell's Kitchen Food & Central Park Combo Tour,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Hamburg : Sexy Dane St. Pauli ! The Dance Show,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Prague: Communism and Nuclear Bunker Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Bad Bellingen: Beginners Canoe Tour on the Altrhein,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True
"Miami: Windsurfing for Beginners and Experts, find us on Airbnb Experiences",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True
From Ushuaia: Off-Road Lakes Tour,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Chiang Mai : Traditional Lanna Bamboo Fan Weaving,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Snowmobile Safari Adventure,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Best Spots for a Coffee Break,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Ski Touring Initiation on Maiskogel Mountain,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Coteaux d'Aix: Ste Victoire Wine Tour & Cezanne Mill Visit - $20 less for early bookings.,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True
Rio: Waterfalls and Caves Hike in Tijuca Forest,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
CARIBBEAN COCKTAIL CLASS,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Kusadasi: Ephesus, Mary's House, Artemis 4 to 6 hours Tours",True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Rome: Rug Tufting Workshop ✨Create your own Roman souvenir ✨,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
From Guatape: San Rafael Cocoa Tour,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Nordfjord RIB Boat Tour with Live Commentary,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
London: River Thames Dinner Cruise,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Must-See Landmarks,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Agios Sostis harbour: Rent your own boat!,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Machu Picchu Pueblo: Entrance ticket to Machu Picchu + Guide,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
"Rome: 1-Day City Highlights & Colosseum Private Guided Tour, experience for 250 EUR.",True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True
St. Thomas: SUP Rental in the Mangrove Lagoon,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Art & Craft: Beer Tour with Street Art in Rome,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Cartagena: LUMINOUS PLANKTON, Playa Blanca Barù and Lunch",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Udawalawe: Private Safari All Inclusive Day Trip with Lunch,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Kathmandu: Chandragiri Cable Car & Monkey Temple(Swayambhu),True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Reykjavik: Vatnajökull Glacier Hike & Jökulsárlón w/ Photos,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Hanoi: Premium Cruise 5 stars Ha Long Bay 1 day (Day Trip),True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
ACCRA: Private /Group Airport Transfer in Accra and beyond.,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Budapest: Hollywood Gun Range Shooting Package,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
2-Hour XXL Port of Hamburg Cruise Tour,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
La Dolce Vita: Cruising Rome in a Classic Fiat 500,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Lagos: 3-Hour Algarve Classic Food Tour,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True
Mayon ATV Adventure with Shuttle in Bicol by ZCHEDULISTA,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Amsterdam: Private Luxury Cruise with Drinks & Silent Disco,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Hiking in the Swiss Alps,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Ushuaia: Visit to Escondido and Fagnano Lakes PM,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Belfast: Private Giants Causeway Coastal Tour,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Takrouna and Zriba El Alia Guided Day Trip,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Seville: Plaza de Toros and Barrio Santa Cruz Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"London: Windsor, Stonehenge, Bath, and Roman Baths Day Trip",True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Antalya: River Rafting in the Köprülü Canyon,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Wieliczka Salt Mine Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Incense Village 1 Day Trip,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Drive in the Scottish Highlands,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Nuwara Eliya: Tea Factory and Victoria Park Tour by Tuk Tuk,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Milan: Bike Tour with Picnic on the turtle lake,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Farallones de Cali: Half a day Pance Hike and River,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Marco Island: 10,000 Islands Shelling Boat Tour",True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Orosei Gulf Cruise with Stops,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Mount Kenya 4-Day Hiking Adventure,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Tbilisi: Guided 3-Hour Walking Tour with 5 Wine Tastings (+$20 for private tastings).,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True
Isla Mujeres & Cozumel Ferry Ticket,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
"Early Access: Vatican Museums, Sistine Chapel & Basilica",True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
New Delhi: Private 13-Day Golden Triangle Tour with Mumbai,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
Airport Private Transfer to/from Nassau,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Dresden: Private Pub Crawl Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Bangkok: Copper Beyond Buffet at The Sense Pinklao,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Eiffel Tower,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Kathmandu: 7 UNESCO Sites Private/Group Day Tour with Meal,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,True,True
Jaipur: 3-Day Golden Triangle Tour to Agra & Delhi,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Hobart: Mount Wellington and Hobart Sightseeing Combo Ticket,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Paracas: Ballestas Islands and Candelabra Boat Tour,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Fukuoka: Kyushu Tour to Dazaifu, Nyoirin-ji Temple, & Yufuin",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Cambrils: Catamaran Day Cruise with BBQ and Drinks,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Chiang Rai: Chiang Rai 1Day Tour with Driver,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
From Vancouver: Full-Day Victoria & Butchart Gardens Tour,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Miami Beach Bar Tour: Art Deco & Neon Lights with Historian,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"SINGLE ATV, Zip Lines and Cenote Adventure with Lunch",False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
From Punta Cana: Jungle Buggy Adventure to Anamuya River,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Pokhara: Tal Barahi Temple Aarati Ceremony with Hotel Pickup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Dubrovnik:City Walls & Old Town 2 in 1 Walking Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Best Photo Opportunities,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
From Santiago: Concha y Toro Half-Day Winery Tasting Tour,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True
Machupicchu full day,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
From Killarney: Ring of Kerry & Skellig Ring Full-Day Tour,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Adelaide: Clare Valley Wine Tasting Tour with Lunch,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Bali : Ulun Danu Beratan Temple and UNESCO Rice Terrace Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Nashville: Guided Hayride Tractor Ride and Sightseeing Tour,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
FR HOI AN: TRA QUE FARMING & COOKING CLASS GROUP TOUR,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Best Views Around Town,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Delphi Navel Of Earth Hosios Loukas Full Day Private Tour,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
Bangkok: Grand Chao Phraya Dinner Cruise with Live Show,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Darwin: Hop-On Hop-Off Bus, Crocosaurus Cove and RFDS Entry",True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Tel Aviv: Carmel Market Food Tour,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Moreton Island: Dolphin and Tangalooma Wrecks Day Cruise,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Old Delhi Spiritual Tour : Temples & Heritage Tour (6 hours),True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Cooking Class with Lantern Making & Basket Boat Ride,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Siena: Cathedral Complex Pass with Audio Guide (OPA SI PASS),True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Interlaken & Jungfrau: Custom-Tailored Tour with Local Guide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
