title,ratings_count,rating_score,region,source,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed
National Archives Skip-The-Line Tour with Optional Museum Add-On,86,4.9,usa,viator,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Guided Temecula Winery Tour,55,4.9,usa,viator,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Historic Charleston Guided Sightseeing Walking Tour,5255,4.9,usa,viator,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Bridge, Puppies, and Summit Triple Combo in Skagway",61,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Small Group Manatee Snorkel Tour with In-Water Guide and Photographer,401,5.0,usa,viator,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Key West Reef Snorkel – Morning Mimosas or Afternoon Margaritas,514,4.1,usa,viator,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Hilton Head Island Dolphin Boat Cruise,1200,4.8,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Sassy’s Silver Springs Kayak and Paddleboard Tours,64,5.0,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Key West Dolphin Watch and Snorkel Tour - Eco Adventure,1053,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Charleston Harbor Luxury Dinner Cruise with Live Music,485,4.2,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
The Magical Mystery Show! at Hilton Waikiki Beach Hotel,1633,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
1-Hour Bonaventure Cemetery Golf Cart Guided Tour in Savannah,882,4.9,usa,viator,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True
New Orleans Ghost & Murder Tour,797,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Kauai Chocolate Farm Tasting Tour,233,4.9,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Live Music Sunset Sail with Drinks Included,102,4.9,usa,viator,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
The Ultimate Ebike Tour of Sedona.The best of Sedona EZRider.,324,4.8,usa,viator,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Bliss - Sedona’s Most Luxurious Wine Tour - Lunch Included!,426,4.7,usa,viator,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
Molokini Crater and Turtle Town Snorkeling From Kihei,572,4.8,usa,viator,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Kualoa Ranch Jurassic Adventure Tour,407,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Explore Sedona's Vortexes: 2.5 Hour Jeep Tour of Mysticism,1708,4.8,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Yosemite Highlights Small Group Tour,403,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
Best Alaskan Cabin Aurora Viewing with Photography @Aurora Camp,241,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Whale Watching Maui: 2-Hour Small Group Raft Tour from Lahaina,552,4.9,usa,viator,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
BYOB Sunset Cruise off the Waikiki Coast,616,4.8,usa,viator,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Group Surf Lesson: Two Hours of Beginners Instruction in Kihei,815,4.9,usa,viator,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True
Free Pickup/Drop off: Alaskan Husky Dog Sledding with Free Photo,129,4.8,usa,viator,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Hike Matanuska Glacier w/Alaska Local Honey, Wine Tasting",53,5.0,usa,viator,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Boston Harbor Sunset Cruise,468,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Salute to Pearl Harbor Including USS Arizona,5518,4.6,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Waikiki Atlantis Submarine Adventure,1140,4.4,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Discover Rocky Mountain National Park,3056,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Tribute to Pearl Harbor Arizona Memorial and Honolulu City Tour,434,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Full-Day Guided Oregon Coast Tour from Portland,510,4.9,usa,viator,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Snorkel Tour to Captain Cook Monument Kailua-Kona, Big Island",493,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Wild Florida Drive-Thru Safari and Gator Park Admission,764,4.7,usa,viator,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Seattle's Original Guided Harbor Cruise,1737,4.7,usa,viator,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Original NYC Guided Food Tour of Chinatown and Little Italy,1941,4.9,usa,viator,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Snorkeling and Dolphin Watching Experience in Destin,115,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Alabama Gulf Coast Dolphin Cruise,1310,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Famous Road to Hana Waterfalls and Lunch by Mercedes Van,821,4.8,usa,viator,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Taste of Nashville Food & Sightseeing Tour,1491,4.9,usa,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Grand Canyon National Park South Rim Bus Tour from Las Vegas,2507,4.4,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Chief's Luau Admission Including Transfers,366,4.6,usa,viator,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
From San Francisco: Guided Tour to Muir Woods Coastal Redwoods,570,4.6,usa,viator,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
2 Hour Monument Valley Horseback Tour,349,4.6,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Guided Snorkeling Tour for Non-Swimmers Wailea Beach,324,5.0,usa,viator,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True
2-Hour Molokini Snorkel Trip,581,4.9,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Secret Antelope Canyon and Horseshoe Bend Tour from Page,198,4.9,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
New York Buffet Dinner Cruise,1348,4.2,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Grand Ole Opry Admission with Post-Show Backstage Tour,202,4.7,usa,viator,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True
Hoover Dam Tour from Las Vegas,1790,4.1,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
2 hour Inside Adventure Tour on Catalina Island,216,4.3,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Roundtrip Shuttle From Waikiki to Dole Plantation & Haleiwa Town,271,4.4,usa,viator,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Ultimate Sedona Experience,130,5.0,usa,viator,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"Niagara Falls with Outlet Shopping, 2-Day Tour from NYC",777,4.3,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
San Francisco Super Saver: Muir Woods & Wine Country w/ optional Gourmet Lunch,3271,4.6,usa,viator,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Golden Gate Bridge Muir Woods Sausalito with Optional Alcatraz,799,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Maalaea Harbor: Whale Watching Tours Aboard Winona Catamaran,160,4.9,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Grand Canyon Helicopter 45-Minute Flight with Optional Hummer Tour,255,4.6,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Half-Day Robben Island Tour with Customizable Options Included,28,4.8,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Kealakekua Bay Afternoon Snorkel: Family Fun on the Kona Coast,551,4.8,usa,viator,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True
Anna Maria Island Dolphin Sunset Boat Tour,156,5.0,usa,viator,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Hell's Revenge 4x4 Off Roading Tour from Moab,694,5.0,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Savannah's Ghost City Dead of Night Walking Night Tour,2271,4.4,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Bering Sea Crab Fisherman's Tour from Ketchikan,626,4.9,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Upper & Lower Antelope Canyon Tours - Arizona Tours,369,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Myths of Maui Luau Dinner and Show,975,3.9,usa,viator,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Alaska Helicopter Tour with Glacier Landing - 60 mins - ANCHORAGE AREA,633,4.9,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Savannah for Morons Comedy Trolley Tour,926,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Muir Woods and Sausalito Small-Group Tour,470,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
The Smithsonian National Air & Space Museum Exclusive Guided Tour,178,4.9,usa,viator,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Skip-the-line National Archives Building Exclusive Guided Tour,332,4.9,usa,viator,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True
"Polynesian Cultural Center: Ticket, Gateway Buffet and Show",23,4.4,usa,viator,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True
High Adventure Hummer Tour on Hell's Revenge,129,4.9,usa,viator,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Yellow Semi-Submarine Tour of Catalina Island From Avalon,389,4.3,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Glacier View & Wildlife Anchorage Adventure Tour,175,4.9,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Lake Tahoe Sunset Dinner Cruise,131,4.4,usa,viator,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Guided African American History Tour with Reserved Museum Entry,1096,4.7,usa,viator,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
2 HR Savannah Riverboat Dinner Cruise with Onboard Entertainment,618,3.8,usa,viator,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True
Best of Nashville City Sightseeing Tour on Double Decker Bus,2100,4.6,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"90-Minute Parasailing Adventure In Fort Lauderdale, FL",393,4.5,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Destin: Tiki Boat Visit to Crab Island Sandbar(3 hours),152,4.8,usa,viator,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Big Bus Chicago: Hop-On Hop-Off Sightseeing Tour by Open-Top Bus,1962,3.9,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
San Francisco Love Tour,2358,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Space Needle and Chihuly Garden and Glass Combination Ticket,1095,4.6,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Small Group Tour: Grand Canyon West Rim and Hoover Dam Tour,986,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Savannah First Squares Culinary & Cultural Walking Food Tour,2853,4.8,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
'Imiloa Express Whale Watch and Cocktail Tour,364,4.7,usa,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Pearl Harbor USS Arizona Memorial Tour,122,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"New Orleans Adults-Only Ghost, Voodoo and Vampire Tour",2886,4.8,usa,viator,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True
"Key West Sunset Sail: Dolphin Watching, Wine, and Tapas",610,4.6,usa,viator,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Pearl Harbor: USS Arizona Memorial & USS Missouri Battleship Tour from Waikiki,1376,4.6,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Afternoon Schooner Sightseeing Dolphin Cruise on Charleston Harbor,424,4.5,usa,viator,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Boston Historic Sightseeing Harbor Cruise with Up-Close View of USS Constitution,1077,4.5,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Molokini Crater Zodiac Adventure: Snorkel and Turtle Cove Swim,1228,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Key West Island Adventure Jet Ski Tour: Bring a Partner for Free,1182,4.8,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
San Diego Seal Tour,1075,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Raccoon Island exploration on SUP/Kayak,361,4.8,usa,viator,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Thrilling 3.5 Hour You-Drive Fins N Things/Hells Revenge UTV Tour,654,5.0,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Maui Pineapple Farm Tour in Haliimaile,2546,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
The Full Revolutionary Story Epic Small Group Boston Walking Tour,1769,5.0,usa,viator,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
Boston Tea Party Ships & Museum Admission,2028,4.7,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Big Island Parasailing Experience,265,4.8,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Manhattan Sky Tour: New York Helicopter Flight,1432,4.4,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Private Boat Ride in Miami with Experienced Captain and Champagne,820,4.9,usa,viator,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Fort Myers Beach Sunset Excursion,51,5.0,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Cocoa Beach Dolphin Tours on the Banana River,855,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Mendenhall Glacier Lake Canoe Tour,1020,5.0,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Full-Day Guided Yellowstone Day Tour,196,4.9,usa,viator,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Big Bus Miami: Hop-on Hop-off Sightseeing Tour with Cruise Option,2289,3.5,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Monterey Whale Watching Tour,486,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Premium ATV Tour in Miami-FREE Passenger,48,4.7,usa,viator,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Full-Day Kenai Fjords National Park Cruise,473,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Extended Grand Canyon West Rim Air-Only Helicopter Tour,617,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Kauai Waimea Canyon and Koke'e Tour,452,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Horseback Riding with Grand Teton Views in Jackson Hole,688,4.5,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
3 Hour Off-Road Sunset Safari to Grand Canyon with Entrance Gate Detour,781,4.9,usa,viator,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True
Everglades Airboat Safari Adventure with Transportation,843,3.2,usa,viator,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
The Perfect Grand Canyon Tour with Local Expert Guides,149,4.7,usa,viator,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Joshua Tree National Park Scenic Tour,366,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Four Winds Molokini Snorkeling Tour from Maalaea Harbor,776,4.7,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Hawaiian Parasail - Best parasailing in all of Hawaii since 1977,1301,4.7,usa,viator,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Mendenhall Glacier Express Tour,15,4.1,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Arches National Park 4x4 Adventure from Moab,1857,4.8,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Discover Hilo Helicopter Tour,96,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Kualoa Ranch: Jungle Expedition Tour,462,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Juneau Private 3 Hour Scenic Road Trip,152,4.9,usa,viator,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
Instructor-Led Line Dancing Class with Souvenir Video,1104,4.9,usa,viator,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Tour of North Shore & Waimea Waterfall,3641,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Na Pali Coast Power Catamaran,40,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Kauai Waimea Canyon, Wailua River Boat and Fern Grotto Tour",448,4.5,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Eco and Dolphin Watch Tour of South Padre Island,1146,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Oahu Sunset Tour on a 40 Foot Catamaran: Food and BYOB,603,4.9,usa,viator,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Molokini Crater and South Maui Coast Adventure from Kihei,1474,5.0,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Sarasota Mangrove Tunnel Guided Kayak Adventure,1060,4.9,usa,viator,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True
New Orleans French Quarter and More Carriage Ride,921,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
2-Hours Private Miami Boat Tour With Champagne,45,5.0,usa,viator,True,True,True,True,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,True,True
90 minute Everglades Airboat Tour near Orlando Florida,1067,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Washington DC Night-Time City Tour,328,4.5,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Downtown Charleston Food Tour,1197,4.7,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Key West Parasailing Adventure above Emerald Blue Waters,317,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Temecula Shared Hot Air Balloon Ride,210,4.4,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Deluxe Sail & Snorkel to the Captain Cook Monument,451,4.9,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Oahu: All-Inclusive Snorkeling Cruise and Hot Hawaiian Buffet,1156,4.7,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Top of the Rock Observation Deck New York City Ticket,3926,4.3,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Las Vegas Desert ATV Experience,2961,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Fat Tire E-Bike Tour through Volcanoes National Park,391,4.7,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Maui Snorkel & Slide,320,4.6,usa,viator,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Newport Gilded Age Mansions Trolley Tour with Breakers Admission,2940,4.9,usa,viator,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Boone Hall Plantation All-Access Admission Ticket,1392,4.5,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Skagway Shore Excursion: Full-Day Tour of the Yukon,712,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Summer Sled Dog Remote Yukon Camp & Summit Tour,122,4.8,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
San Francisco: Alcatraz Island & 48-Hour Hop-on Hop-off Tour,603,4.2,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Pedal Bar Crawl of Old Town Scottsdale,3810,5.0,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Skip the Line: Express Ticket at Universal Studios Hollywood,1136,4.5,usa,viator,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Grand Teton Half Day Tour,701,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Multnomah Falls and Columbia River Gorge Half-Day Hiking Tour,1554,5.0,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Chicago Architecture Center River Cruise aboard First Lady,3389,4.9,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Charleston Eco Boat Cruise with stop at Morris Island Lighthouse,1899,4.9,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Savannah History and Haunts Candlelit Ghost Walking Tour,2856,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True
Discover The Best Of Moab In A Day: Arches Canyonlands Dead Horse,253,5.0,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Small-Group Wine Country Tour from San Francisco with Tastings,1367,4.9,usa,viator,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
San Diego Premier Bottomless Mimosa Brunch Cruise,271,4.6,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Ricks Cafe Sunset Catamaran & Snorkeling Cruise Negril and Mobay,359,3.9,usa,viator,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Miami Helicopter Tour: Best Sightseeing Adventure in Miami,83,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"Boroughs of NYC: Harlem, Bronx, Queens, Brooklyn & Coney Island",2216,4.5,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Boston Ghosts and Gravestones Trolley Tour,2074,4.4,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"50ft Luxury Yacht Tour in Miami Beach Captain, Champagne & Party!",39,4.5,usa,viator,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
Private Transfer to/from Louis Armstrong Intl Airport and NOLA,174,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Upper Antelope Canyon, Horseshoe Bend from Vegas, Lunch, FreeWiFi",27,4.6,usa,viator,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Skip the Line: USS Midway Museum Admission Ticket in San Diego,1941,4.8,usa,viator,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
